count,year,make,series,type,model,motor
4245,1997,BMW,5 Series,Sedan  ,540i,MOTOR
4246,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4247,1997,BMW,5 Series,Sedan  ,540i,MOTOR
4248,1997,BMW,5 Series,Sedan  ,540i,MOTOR
4249,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4250,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4251,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4252,1997,BMW,5 Series,Sedan  ,540i,MOTOR
4253,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4254,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4255,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4256,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4257,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4258,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4259,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4260,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4261,1997,BMW,5 Series,Sedan  ,540i,MOTOR
4262,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4263,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4264,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4265,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4266,1997,BMW,5 Series,Sedan  ,540i,MOTOR
4267,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4268,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4269,1997,BMW,5 Series,Sedan  ,540i,MOTOR
4270,1997,BMW,5 Series,Sedan  ,540i,MOTOR
4271,1997,BMW,5 Series,Sedan  ,528i,MOTOR
4272,1997,BMW,5 Series,Sedan  ,540i,MOTOR
4273,2017,BMW,5 Series,Sedan  ,530i,MOTOR(2.0L 4cyl Turbo 8A)
4274,2017,BMW,5 Series,Sedan  ,540i,MOTOR(3.0L 6cyl Turbo 8A)
4275,2017,BMW,5 Series,Sedan  ,530i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
4276,2017,BMW,5 Series,Sedan  ,540i,MOTOR(3.0L 6cyl Turbo 8A)
4277,2017,BMW,5 Series,Sedan  ,540i xDrive ,MOTOR(3.0L 6cyl Turbo 8A)
4278,2017,BMW,5 Series,Sedan  ,540i,MOTOR(3.0L 6cyl Turbo 8A)
4279,2018,BMW,5 Series,Sedan  ,540i xDrive ,MOTOR(3.0L 6cyl Turbo 8A)
4280,2018,BMW,5 Series,Sedan  ,530i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
4281,2018,BMW,5 Series,Sedan  ,530i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
4282,2018,BMW,5 Series,Sedan  ,540i xDrive ,MOTOR(3.0L 6cyl Turbo 8A)
4283,2018,BMW,5 Series,Sedan  ,540i xDrive ,MOTOR(3.0L 6cyl Turbo 8A)
4284,2018,BMW,5 Series,Sedan  ,540i xDrive ,MOTOR(3.0L 6cyl Turbo 8A)
4285,2018,BMW,5 Series,Sedan  ,540i,MOTOR(3.0L 6cyl Turbo 8A)
4286,2018,BMW,5 Series,Sedan  ,540i,MOTOR(3.0L 6cyl Turbo 8A)
4287,2018,BMW,5 Series,Sedan  ,540i,MOTOR(3.0L 6cyl Turbo 8A)
4288,2018,BMW,5 Series,Sedan  ,M550i xDrive,MOTOR(4.4L 8cyl Turbo 8A)
4289,2018,BMW,5 Series,Sedan  ,M550i xDrive,MOTOR(4.4L 8cyl Turbo 8A)
4290,2018,BMW,5 Series,Sedan  ,M550i xDrive,MOTOR(4.4L 8cyl Turbo 8A)
4291,2018,BMW,5 Series,Sedan  ,M550i xDrive,MOTOR(4.4L 8cyl Turbo 8A)
4292,2018,BMW,5 Series,Sedan  ,M550i xDrive,MOTOR(4.4L 8cyl Turbo 8A)
4293,2018,BMW,5 Series,Sedan  ,M550i xDrive,MOTOR(4.4L 8cyl Turbo 8A)
4294,2018,BMW,5 Series,Sedan  ,M550i xDrive,MOTOR(4.4L 8cyl Turbo 8A)
4295,2018,BMW,5 Series,Sedan  ,M550i xDrive,MOTOR(4.4L 8cyl Turbo 8A)
4296,2018,BMW,5 Series,Sedan  ,M550i xDrive,MOTOR(4.4L 8cyl Turbo 8A)
4297,2018,BMW,5 Series,Sedan  ,M550i xDrive,MOTOR(4.4L 8cyl Turbo 8A)
4298,2018,BMW,5 Series,Hybrid  ,530e ,MOTOR(2.0L 4cyl Turbo gas/electric hybrid 8A)
4299,2018,BMW,5 Series,Hybrid  ,530e xDrive  ,MOTOR(2.0L 4cyl Turbo gas/electric hybrid 8A)
4300,2018,BMW,5 Series,Diesel  ,540d xDrive ,MOTOR(3.0L 6cyl Turbodiesel 8A)
4301,2013,BMW,5 Series,Sedan  ,528i,MOTOR(2.0L 4cyl Turbo 8A)
4302,2013,BMW,5 Series,Sedan  ,535i xDrive ,MOTOR(3.0L 6cyl Turbo 8A)
4303,2013,BMW,5 Series,Sedan  ,528i,MOTOR(2.0L 4cyl Turbo 8A)
4304,2013,BMW,5 Series,Sedan  ,528i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
4305,2013,BMW,5 Series,Sedan  ,550i,MOTOR(4.4L 8cyl Turbo 6M)
4306,2013,BMW,5 Series,Sedan  ,528i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
4307,2013,BMW,5 Series,Sedan  ,528i,MOTOR(2.0L 4cyl Turbo 8A)
4308,2013,BMW,5 Series,Sedan  ,535i xDrive ,MOTOR(3.0L 6cyl Turbo 8A)
4309,2013,BMW,5 Series,Sedan  ,528i,MOTOR(2.0L 4cyl Turbo 8A)
4310,2013,BMW,5 Series,Sedan  ,535i,MOTOR(3.0L 6cyl Turbo 6M)
4311,2013,BMW,5 Series,Sedan  ,528i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
4312,2013,BMW,5 Series,Sedan  ,528i,MOTOR(2.0L 4cyl Turbo 8A)
4313,2013,BMW,5 Series,Sedan  ,528i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
4314,2013,BMW,5 Series,Sedan  ,535i,MOTOR(3.0L 6cyl Turbo 6M)
4315,2013,BMW,5 Series,Sedan  ,535i xDrive ,MOTOR(3.0L 6cyl Turbo 8A)
4316,2013,BMW,5 Series,Sedan  ,550i xDrive ,MOTOR(4.4L 8cyl Turbo 8A)
4317,2013,BMW,5 Series,Sedan  ,535i,MOTOR(3.0L 6cyl Turbo 6M)
4318,2013,BMW,5 Series,Sedan  ,550i,MOTOR(4.4L 8cyl Turbo 6M)
4319,2013,BMW,5 Series,Sedan  ,528i,MOTOR(2.0L 4cyl Turbo 8A)
4320,2013,BMW,5 Series ActiveHybrid,Hybrid  ,530i,MOTOR(3.0L 6cyl Turbo gas/electric hybrid 8A)
4321,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4322,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4323,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4324,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4325,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4326,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4327,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4328,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4329,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4330,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4331,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4332,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4333,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4334,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4335,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4336,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4337,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4338,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4339,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4340,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4341,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4342,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4343,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4344,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4345,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4346,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4347,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4348,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4349,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4350,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4351,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4352,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4353,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4354,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4355,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4356,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4357,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4358,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4359,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4360,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4361,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4362,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4363,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4364,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4365,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4366,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4367,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4368,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4369,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4370,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4371,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4372,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4373,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4374,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4375,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4376,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4377,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4378,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4379,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4380,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4381,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4382,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4383,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4384,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4385,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4386,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4387,1998,BMW,5 Series,Sedan  ,540i,MOTOR
4388,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4389,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4390,1998,BMW,5 Series,Sedan  ,528i,MOTOR
4391,2014,BMW,ALPINA,Sedan  ,B7  ,MOTOR(4.4L 8cyl Turbo 8A)
4392,2014,BMW,ALPINA,Sedan  ,B7  ,MOTOR(4.4L 8cyl Turbo 8A)
4393,2014,BMW,ALPINA,Sedan  ,B7 xDrive ,MOTOR(4.4L 8cyl Turbo 8A)
4394,2007,BMW,ALPINA,Sedan  ,B7 ,MOTOR(4.4L 8cyl S/C 6A)
4395,2007,BMW,ALPINA,Sedan  ,B7 ,MOTOR(4.4L 8cyl S/C 6A)
4396,2007,BMW,ALPINA,Sedan  ,B7 ,MOTOR(4.4L 8cyl S/C 6A)
4397,2007,BMW,ALPINA,Sedan  ,B7 ,MOTOR(4.4L 8cyl S/C 6A)
4398,2007,BMW,ALPINA,Sedan  ,B7 ,MOTOR(4.4L 8cyl S/C 6A)
4399,2007,BMW,ALPINA,Sedan  ,B7 ,MOTOR(4.4L 8cyl S/C 6A)
4400,2007,BMW,ALPINA,Sedan  ,B7 ,MOTOR(4.4L 8cyl S/C 6A)
4401,2007,BMW,ALPINA,Sedan  ,B7 ,MOTOR(4.4L 8cyl S/C 6A)
4402,2012,BMW,ALPINA,Sedan  ,B7  ,MOTOR(4.4L 8cyl Turbo 6A)
4403,2008,BMW,ALPINA,Sedan  ,B7 ,MOTOR(4.4L 8cyl S/C 6A)
4404,2008,BMW,ALPINA,Sedan  ,B7 ,MOTOR(4.4L 8cyl S/C 6A)
4405,2011,BMW,ALPINA,Sedan  ,B7  ,MOTOR(4.4L 8cyl Turbo 6A)
4406,2011,BMW,ALPINA,Sedan  ,B7  ,MOTOR(4.4L 8cyl Turbo 6A)
4407,2018,BMW,ALPINA,Sedan  ,B7 xDrive ,MOTOR(4.4L 8cyl Turbo 8A)
4408,2014,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 8A)
4409,2014,BMW,3 Series,Sedan  ,320i,MOTOR(2.0L 4cyl Turbo 8A)
4410,2014,BMW,3 Series,Sedan  ,320i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
4411,2014,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 8A)
4412,2014,BMW,3 Series,Sedan  ,328i,MOTOR(2.0L 4cyl Turbo 8A)
4413,2014,BMW,3 Series,Sedan  ,320i,MOTOR(2.0L 4cyl Turbo 8A)
4414,2014,BMW,3 Series,Sedan  ,328i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
4415,2014,BMW,3 Series,Sedan  ,328i,MOTOR(2.0L 4cyl Turbo 8A)
4416,2014,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 8A)
4417,2014,BMW,3 Series,Sedan  ,328i ,MOTOR(2.0L 4cyl Turbo 8A)
4418,2014,BMW,3 Series,Sedan  ,328i,MOTOR(2.0L 4cyl Turbo 8A)
4419,2014,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 8A)
4420,2014,BMW,3 Series,Sedan  ,328i,MOTOR(2.0L 4cyl Turbo 8A)
4421,2014,BMW,3 Series,Sedan  ,328i ,MOTOR(2.0L 4cyl Turbo 8A)
4422,2014,BMW,3 Series,Sedan  ,328i,MOTOR(2.0L 4cyl Turbo 8A)
4423,2014,BMW,3 Series,Sedan  ,320i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
4424,2014,BMW,3 Series,Sedan  ,328i xDrive  ,MOTOR(2.0L 4cyl Turbo 8A)
4425,2014,BMW,3 Series,Sedan  ,328i,MOTOR(2.0L 4cyl Turbo 8A)
4426,2014,BMW,3 Series,Sedan  ,328i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
4427,2014,BMW,3 Series,Sedan  ,320i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
4428,2014,BMW,3 Series,Sedan  ,328i,MOTOR(2.0L 4cyl Turbo 8A)
4429,2014,BMW,3 Series,Wagon  ,328i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
4430,2014,BMW,3 Series,Wagon  ,328i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
4431,2014,BMW,3 Series,Wagon  ,328i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
4432,2014,BMW,3 Series,Diesel  ,328d xDrive ,MOTOR(2.0L 4cyl Turbodiesel 8A)
4433,2014,BMW,3 Series,Diesel  ,328d,MOTOR(2.0L 4cyl Turbodiesel 8A)
4434,2014,BMW,3 Series,Diesel  ,328d,MOTOR(2.0L 4cyl Turbodiesel 8A)
4435,2014,BMW,3 Series,Diesel  ,328d,MOTOR(2.0L 4cyl Turbodiesel 8A)
4436,2014,BMW,3 Series,Diesel  ,328d xDrive ,MOTOR(2.0L 4cyl Turbodiesel 8A)
4437,2014,BMW,3 Series,Diesel  ,328d,MOTOR(2.0L 4cyl Turbodiesel 8A)
4438,2014,BMW,3 Series,Diesel  ,328d xDrive ,MOTOR(2.0L 4cyl Turbodiesel 8A)
4439,2014,BMW,3 Series,Diesel  ,328d xDrive ,MOTOR(2.0L 4cyl Turbodiesel 8A)
4440,2014,BMW,3 Series,Diesel  ,328d xDrive ,MOTOR(2.0L 4cyl Turbodiesel 8A)
4441,2014,BMW,3 Series,Diesel  ,328d,MOTOR(2.0L 4cyl Turbodiesel 8A)
4442,2014,BMW,3 Series,Diesel  ,328d xDrive ,MOTOR(2.0L 4cyl Turbodiesel 8A)
4443,2014,BMW,3 Series,Diesel  ,328d xDrive ,MOTOR(2.0L 4cyl Turbodiesel 8A)
4444,2014,BMW,3 Series,Diesel  ,328d,MOTOR(2.0L 4cyl Turbodiesel 8A)
4445,2014,BMW,3 Series,Diesel  ,328d,MOTOR(2.0L 4cyl Turbodiesel 8A)
4446,2014,BMW,3 Series,Diesel  ,328d xDrive ,MOTOR(2.0L 4cyl Turbodiesel 8A)
4447,2014,BMW,3 Series,Diesel  ,328d xDrive ,MOTOR(2.0L 4cyl Turbodiesel 8A)
4448,2014,BMW,3 Series,Diesel  ,328d xDrive ,MOTOR(2.0L 4cyl Turbodiesel 8A)
4449,2014,BMW,3 Series,Diesel  ,328d,MOTOR(2.0L 4cyl Turbodiesel 8A)
4450,2014,BMW,3 Series,Diesel  ,328d,MOTOR(2.0L 4cyl Turbodiesel 8A)
4451,2014,BMW,3 Series,Diesel  ,328d,MOTOR(2.0L 4cyl Turbodiesel 8A)
4452,2014,BMW,3 Series,Diesel  ,328d xDrive ,MOTOR(2.0L 4cyl Turbodiesel 8A)
4453,2014,BMW,3 Series,Diesel  ,328d,MOTOR(2.0L 4cyl Turbodiesel 8A)
4454,2014,BMW,3 Series,Diesel  ,328d,MOTOR(2.0L 4cyl Turbodiesel 8A)
4455,2014,BMW,3 Series,Diesel  ,328d xDrive ,MOTOR(2.0L 4cyl Turbodiesel 8A)
4456,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4457,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4458,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4459,2007,BMW,3 Series,Sedan  ,335xi ,MOTOR(3.0L 6cyl Turbo 6M)
4460,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4461,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4462,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4463,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4464,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4465,2007,BMW,3 Series,Sedan  ,335xi ,MOTOR(3.0L 6cyl Turbo 6M)
4466,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4467,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4468,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4469,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4470,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4471,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4472,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4473,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4474,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4475,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4476,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4477,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4478,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4479,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4480,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4481,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4482,2007,BMW,3 Series,Sedan  ,335xi ,MOTOR(3.0L 6cyl Turbo 6M)
4483,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4484,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4485,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4486,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4487,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4488,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4489,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4490,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4491,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4492,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4493,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4494,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4495,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4496,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4497,2007,BMW,3 Series,Sedan  ,335xi ,MOTOR(3.0L 6cyl Turbo 6M)
4498,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4499,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4500,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4501,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4502,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4503,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4504,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4505,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4506,2007,BMW,3 Series,Sedan  ,335xi ,MOTOR(3.0L 6cyl Turbo 6M)
4507,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4508,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4509,2007,BMW,3 Series,Sedan  ,328xi ,MOTOR(3.0L 6cyl 6M)
4510,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4511,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4512,2007,BMW,3 Series,Sedan  ,335xi ,MOTOR(3.0L 6cyl Turbo 6M)
4513,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4514,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4515,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4516,2007,BMW,3 Series,Sedan  ,335xi ,MOTOR(3.0L 6cyl Turbo 6M)
4517,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4518,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4519,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4520,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4521,2007,BMW,3 Series,Sedan  ,328i,MOTOR(3.0L 6cyl 6M)
4522,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4523,2007,BMW,3 Series,Sedan  ,335xi ,MOTOR(3.0L 6cyl Turbo 6M)
4524,2007,BMW,3 Series,Sedan  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4525,2007,BMW,3 Series,Sedan  ,335xi ,MOTOR(3.0L 6cyl Turbo 6M)
4526,2007,BMW,3 Series,Coupe  ,328i,MOTOR(3.0L 6cyl 6M)
4527,2007,BMW,3 Series,Coupe  ,328i,MOTOR(3.0L 6cyl 6M)
4528,2007,BMW,3 Series,Coupe  ,328i,MOTOR(3.0L 6cyl 6M)
4529,2007,BMW,3 Series,Coupe  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4530,2007,BMW,3 Series,Coupe  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4531,2007,BMW,3 Series,Coupe  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4532,2007,BMW,3 Series,Coupe  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4533,2007,BMW,3 Series,Coupe  ,328i,MOTOR(3.0L 6cyl 6M)
4534,2007,BMW,3 Series,Coupe  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4535,2007,BMW,3 Series,Coupe  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4536,2007,BMW,3 Series,Coupe  ,328i,MOTOR(3.0L 6cyl 6M)
4537,2007,BMW,3 Series,Coupe  ,328i,MOTOR(3.0L 6cyl 6M)
4538,2007,BMW,3 Series,Coupe  ,328xi ,MOTOR(3.0L 6cyl 6M)
4539,2007,BMW,3 Series,Coupe  ,328xi ,MOTOR(3.0L 6cyl 6M)
4540,2007,BMW,3 Series,Coupe  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4541,2007,BMW,3 Series,Coupe  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4542,2007,BMW,3 Series,Coupe  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4543,2007,BMW,3 Series,Coupe  ,328xi ,MOTOR(3.0L 6cyl 6M)
4544,2007,BMW,3 Series,Coupe  ,328i,MOTOR(3.0L 6cyl 6M)
4545,2007,BMW,3 Series,Coupe  ,328i,MOTOR(3.0L 6cyl 6M)
4546,2007,BMW,3 Series,Coupe  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4547,2007,BMW,3 Series,Coupe  ,328xi ,MOTOR(3.0L 6cyl 6M)
4548,2007,BMW,3 Series,Coupe  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4549,2007,BMW,3 Series,Coupe  ,328xi ,MOTOR(3.0L 6cyl 6M)
4550,2007,BMW,3 Series,Coupe  ,328i,MOTOR(3.0L 6cyl 6M)
4551,2007,BMW,3 Series,Coupe  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4552,2007,BMW,3 Series,Coupe  ,328xi ,MOTOR(3.0L 6cyl 6M)
4553,2007,BMW,3 Series,Coupe  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4554,2007,BMW,3 Series,Coupe  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4555,2007,BMW,3 Series,Coupe  ,328xi ,MOTOR(3.0L 6cyl 6M)
4556,2007,BMW,3 Series,Coupe  ,335i,MOTOR(3.0L 6cyl Turbo 6M)
4557,2007,BMW,3 Series,Coupe  ,328i,MOTOR(3.0L 6cyl 6M)
4558,2007,BMW,3 Series,Coupe  ,328xi ,MOTOR(3.0L 6cyl 6M)
4559,2007,BMW,3 Series,Coupe  ,328xi ,MOTOR(3.0L 6cyl 6M)
4560,2007,BMW,3 Series,Coupe  ,328i,MOTOR(3.0L 6cyl 6M)
